5.637611285426317835e-03;5.637611285426317835e-03;7.668430721983052756e-01;7.668430721983052756e-01
5.739649498737176003e-03;5.739649498737176003e-03;7.666237078066303612e-01;7.666237078066303612e-01
5.739649498737176003e-03;5.739649498737176003e-03;7.661941192062661221e-01;7.661941192062661221e-01
5.739649498737176003e-03;5.739649498737176003e-03;7.659290538996589293e-01;7.659290538996589293e-01
5.739649498737176003e-03;5.739649498737176003e-03;7.659747548145912077e-01;7.659747548145912077e-01
5.739649498737176003e-03;5.739649498737176003e-03;7.660204557295232641e-01;7.660204557295232641e-01
5.739649498737176003e-03;5.739649498737176003e-03;7.656365680440920807e-01;7.656365680440920807e-01
5.739649498737176003e-03;5.739649498737176003e-03;7.655086054822816122e-01;7.655086054822816122e-01
5.739649498737176003e-03;5.739649498737176003e-03;7.655360260312408238e-01;7.655360260312408238e-01
5.790668605392641950e-03;5.790668605392641950e-03;7.656457082270787806e-01;7.656457082270787806e-01
5.892706818703574712e-03;5.892706818703574712e-03;7.652069794437282857e-01;7.652069794437282857e-01
5.841687712048108765e-03;5.841687712048108765e-03;7.650424561499721277e-01;7.650424561499721277e-01
5.841687712048108765e-03;5.841687712048108765e-03;7.649053534051749592e-01;7.649053534051749592e-01
5.841687712048108765e-03;5.841687712048108765e-03;7.648048113923242575e-01;7.648048113923242575e-01
5.841687712048108765e-03;5.841687712048108765e-03;7.646677086475270890e-01;7.646677086475270890e-01
5.841687712048108765e-03;5.841687712048108765e-03;7.646402880985673223e-01;7.646402880985673223e-01
5.841687712048108765e-03;5.841687712048108765e-03;7.648413721242698360e-01;7.648413721242698360e-01
5.841687712048108765e-03;5.841687712048108765e-03;7.649967552350399602e-01;7.649967552350399602e-01
5.841687712048108765e-03;5.841687712048108765e-03;7.646951291964864117e-01;7.646951291964864117e-01
5.841687712048108765e-03;5.841687712048108765e-03;7.645763068176623101e-01;7.645763068176623101e-01
5.790668605392641950e-03;5.790668605392641950e-03;7.643935031579330852e-01;7.643935031579330852e-01
5.790668605392641950e-03;5.790668605392641950e-03;7.646859890135000448e-01;7.646859890135000448e-01
5.790668605392641950e-03;5.790668605392641950e-03;7.647042693794728896e-01;7.647042693794728896e-01
5.790668605392641950e-03;5.790668605392641950e-03;7.645945871836351548e-01;7.645945871836351548e-01
5.892706818703574712e-03;5.892706818703574712e-03;7.646585684645405001e-01;7.646585684645405001e-01
5.892706818703574712e-03;5.892706818703574712e-03;7.645854470006488990e-01;7.645854470006488990e-01
5.892706818703574712e-03;5.892706818703574712e-03;7.640735967534065809e-01;7.640735967534065809e-01
5.790668605392641950e-03;5.790668605392641950e-03;7.646859890134999338e-01;7.646859890134999338e-01
5.892706818703574712e-03;5.892706818703574712e-03;7.651338579798366846e-01;7.651338579798366846e-01
5.892706818703574712e-03;5.892706818703574712e-03;7.650881570649045171e-01;7.650881570649045171e-01
5.892706818703574712e-03;5.892706818703574712e-03;7.652069794437280637e-01;7.652069794437280637e-01
5.892706818703574712e-03;5.892706818703574712e-03;7.649419141371210928e-01;7.649419141371210928e-01
5.943725925358966933e-03;5.943725925358966933e-03;7.647316899284324343e-01;7.647316899284324343e-01
5.943725925358966933e-03;5.943725925358966933e-03;7.647499702944052791e-01;7.647499702944052791e-01
6.122292798653061752e-03;6.122292798653061752e-03;7.649693346860804155e-01;7.649693346860804155e-01
6.122292798653061752e-03;6.122292798653061752e-03;7.649967552350397382e-01;7.649967552350397382e-01
6.122292798653061752e-03;6.122292798653061752e-03;7.646311479155811774e-01;7.646311479155811774e-01
6.122292798653061752e-03;6.122292798653061752e-03;7.645854470006487880e-01;7.645854470006487880e-01
6.122292798653061752e-03;6.122292798653061752e-03;7.646220077325946995e-01;7.646220077325946995e-01
6.122292798653061752e-03;6.122292798653061752e-03;7.644392040728654747e-01;7.644392040728654747e-01
6.122292798653061752e-03;6.122292798653061752e-03;7.646951291964865227e-01;7.646951291964865227e-01
5.969235478686663043e-03;5.969235478686663043e-03;7.640187556554883797e-01;7.640187556554883797e-01
5.969235478686663043e-03;5.969235478686663043e-03;7.635251857742190174e-01;7.635251857742190174e-01
6.122292798653061752e-03;6.122292798653061752e-03;7.637993912638130212e-01;7.637993912638130212e-01
5.969235478686663043e-03;5.969235478686663043e-03;7.640644565704201030e-01;7.640644565704201030e-01
5.969235478686663043e-03;5.969235478686663043e-03;7.643569424259872847e-01;7.643569424259872847e-01
6.020254585342128990e-03;6.020254585342128990e-03;7.642472602301496609e-01;7.642472602301496609e-01
6.020254585342128990e-03;6.020254585342128990e-03;7.640187556554880466e-01;7.640187556554880466e-01
6.020254585342128990e-03;6.020254585342128990e-03;7.639639145575692902e-01;7.639639145575692902e-01
6.020254585342128990e-03;6.020254585342128990e-03;7.642198396811904493e-01;7.642198396811904493e-01
5.969235478686736769e-03;5.969235478686736769e-03;7.647134095624593675e-01;7.647134095624593675e-01
5.969235478686736769e-03;5.969235478686736769e-03;7.645488862687032094e-01;7.645488862687032094e-01
5.969235478686736769e-03;5.969235478686736769e-03;7.643112415110548952e-01;7.643112415110548952e-01
6.122292798653061752e-03;6.122292798653061752e-03;7.640827369363935029e-01;7.640827369363935029e-01
5.969235478686663043e-03;5.969235478686663043e-03;7.632418401016387577e-01;7.632418401016387577e-01
5.969235478686663043e-03;5.969235478686663043e-03;7.641649985832715819e-01;7.641649985832715819e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.645854470006488990e-01;7.645854470006488990e-01
6.122292798653061752e-03;6.122292798653061752e-03;7.648596524902426808e-01;7.648596524902426808e-01
6.122292798653061752e-03;6.122292798653061752e-03;7.642015593152174935e-01;7.642015593152174935e-01
5.969235478686663043e-03;5.969235478686663043e-03;7.652983812735927316e-01;7.652983812735927316e-01
